40.113.118.83 - - [24/Oct/2024:06:57:46 +0000] "GET / HTTP/1.1" 200 296 "-" "curl/8.6.0" "-"
217.181.164.78 - - [24/Oct/2024:08:43:42 +0000] "GET /wordpress1 HTTP/1.1" 301 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:43:42 +0000] "GET /wordpress1/ HTTP/1.1" 403 338 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:43:42 +0000] "GET /favicon.ico HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:52:57 +0000] "GET /wordpress1/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:52:57 +0000] "GET /wp-admin/install.php HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:52:57 +0000] "GET /favicon.ico HTTP/1.1" 404 153 "https://jhennebo.be/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:27 +0000] "GET /wordpress1/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:27 +0000] "GET /wp-admin/install.php HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:27 +0000] "GET /favicon.ico HTTP/1.1" 404 153 "https://jhennebo.be/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:47 +0000] "GET /wordpress1/wp-admin/install.php HTTP/1.1" 200 4277 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:47 +0000] "GET /wp-includes/css/dashicons.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:47 +0000] "GET /wp-includes/css/buttons.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:47 +0000] "GET /wp-admin/css/forms.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:47 +0000] "GET /wp-admin/css/l10n.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-admin/css/install.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.7.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-admin/js/language-chooser.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.7.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /wp-admin/js/language-chooser.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:53:48 +0000] "GET /favicon.ico HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "POST /wordpress1/wp-admin/install.php?step=1 HTTP/1.1" 200 3061 "https://jhennebo.be/wordpress1/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-includes/css/dashicons.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-includes/css/buttons.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-admin/css/forms.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-admin/css/l10n.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-admin/css/install.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.7.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:05 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/wp-util.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-admin/js/user-profile.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-includes/js/wp-util.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /wp-admin/js/user-profile.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:54:06 +0000] "GET /favicon.ico HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:55:32 +0000] "GET /wordpress1/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:55:32 +0000] "GET /wp-admin/install.php HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
172.19.0.1 - - [24/Oct/2024:08:56:21 +0000] "GET /2024/10/24/bonjour-tout-le-monde/ HTTP/1.1" 404 153 "-" "WordPress/6.6.2; https://jhennebo.be" "-"
172.19.0.1 - - [24/Oct/2024:08:56:21 +0000] "GET /index.php/2024/10/24/bonjour-tout-le-monde/ HTTP/1.1" 404 153 "-" "WordPress/6.6.2; https://jhennebo.be" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "POST /wordpress1/wp-admin/install.php?step=2 HTTP/1.1" 200 1853 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/css/dashicons.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/css/buttons.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-admin/css/l10n.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-admin/css/forms.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-admin/css/install.min.css?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.7.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/wp-util.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-admin/js/user-profile.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:21 +0000] "GET /wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:22 +0000] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:22 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:22 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:22 +0000] "GET /wp-includes/js/wp-util.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:22 +0000] "GET /wp-admin/js/user-profile.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:22 +0000] "GET /favicon.ico HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:56:26 +0000] "GET /wp-login.php HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
172.19.0.1 - - [24/Oct/2024:08:56:59 +0000] "POST /wp-cron.php?doing_wp_cron=1729760219.8256409168243408203125 HTTP/1.1" 404 153 "-" "WordPress/6.6.2; https://jhennebo.be" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wordpress1/wp-login.php HTTP/1.1" 200 2539 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,zxcvbn-async,wp-hooks&ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-includes/js/wp-util.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-admin/js/user-profile.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.6.2 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
217.181.164.78 - - [24/Oct/2024:08:57:00 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 404 153 "https://jhennebo.be/wordpress1/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0" "-"
